# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
7	7	1	lcl|NC_009782.1_prot_WP_000384185.1_1896	lcl|NC_009641.1_prot_WP_000384181.1_1881	lcl|NC_002758.2_prot_WP_000384185.1_1895	lcl|NC_017333.1_prot_WP_000384182.1_1935	lcl|NC_002745.2_prot_WP_000384185.1_1779	lcl|NC_007622.1_prot_WP_078062716.1_1766	lcl|NC_007795.1_prot_YP_500391.1_1721
7	7	1	lcl|NC_009782.1_prot_WP_000384523.1_2258	lcl|NC_009641.1_prot_WP_000384523.1_2309	lcl|NC_002758.2_prot_WP_000384523.1_2257	lcl|NC_017333.1_prot_WP_000384523.1_2233	lcl|NC_002745.2_prot_WP_000384523.1_2142	lcl|NC_007622.1_prot_WP_000384523.1_2141	lcl|NC_007795.1_prot_YP_500817.1_2125
7	7	1	lcl|NC_009782.1_prot_WP_000384691.1_1277	lcl|NC_009641.1_prot_WP_000384691.1_1262	lcl|NC_002758.2_prot_WP_000384691.1_1276	lcl|NC_017333.1_prot_WP_000384700.1_1264	lcl|NC_002745.2_prot_WP_000384691.1_1161	lcl|NC_007622.1_prot_WP_000384679.1_1150	lcl|NC_007795.1_prot_YP_499699.1_1060
5	5	1	lcl|NC_009782.1_prot_WP_000386367.1_2691	lcl|NC_009641.1_prot_WP_000386369.1_2744	lcl|NC_002758.2_prot_WP_000386367.1_2690	*	lcl|NC_002745.2_prot_WP_000386367.1_2582	*	lcl|NC_007795.1_prot_YP_501259.1_2535
7	7	1	lcl|NC_009782.1_prot_WP_000387527.1_2405	lcl|NC_009641.1_prot_WP_000387527.1_2458	lcl|NC_002758.2_prot_WP_000387527.1_2404	lcl|NC_017333.1_prot_WP_000387527.1_2393	lcl|NC_002745.2_prot_WP_000387527.1_2297	lcl|NC_007622.1_prot_WP_000387527.1_2282	lcl|NC_007795.1_prot_YP_500974.1_2272
7	7	1	lcl|NC_009782.1_prot_WP_000388082.1_2408	lcl|NC_009641.1_prot_WP_000388082.1_2461	lcl|NC_002758.2_prot_WP_000388082.1_2407	lcl|NC_017333.1_prot_WP_000388082.1_2396	lcl|NC_002745.2_prot_WP_000388082.1_2300	lcl|NC_007622.1_prot_WP_000388082.1_2285	lcl|NC_007795.1_prot_YP_500977.1_2275
7	7	1	lcl|NC_009782.1_prot_WP_000389658.1_2382	lcl|NC_009641.1_prot_WP_000389662.1_2435	lcl|NC_002758.2_prot_WP_000389658.1_2381	lcl|NC_017333.1_prot_WP_000389671.1_2370	lcl|NC_002745.2_prot_WP_000389658.1_2274	lcl|NC_007622.1_prot_WP_000389656.1_2259	lcl|NC_007795.1_prot_YP_500951.1_2249
7	7	1	lcl|NC_009782.1_prot_WP_000389759.1_93	lcl|NC_009641.1_prot_WP_000398679.1_40	lcl|NC_002758.2_prot_WP_000389759.1_93	lcl|NC_017333.1_prot_WP_000389761.1_107	lcl|NC_002745.2_prot_WP_000389759.1_93	lcl|NC_007622.1_prot_WP_000389773.1_43	lcl|NC_007795.1_prot_YP_498646.1_38
7	7	1	lcl|NC_009782.1_prot_WP_000389957.1_1427	lcl|NC_009641.1_prot_WP_000389956.1_1420	lcl|NC_002758.2_prot_WP_000389957.1_1426	lcl|NC_017333.1_prot_WP_000389947.1_1410	lcl|NC_002745.2_prot_WP_000389956.1_1311	lcl|NC_007622.1_prot_WP_000389961.1_1300	lcl|NC_007795.1_prot_YP_499856.1_1212
7	7	1	lcl|NC_009782.1_prot_WP_000390332.1_566	lcl|NC_009641.1_prot_WP_000390328.1_572	lcl|NC_002758.2_prot_WP_000390332.1_565	lcl|NC_017333.1_prot_WP_000390332.1_631	lcl|NC_002745.2_prot_WP_000390332.1_538	lcl|NC_007622.1_prot_WP_000390332.1_528	lcl|NC_007795.1_prot_YP_499086.1_464
7	7	1	lcl|NC_009782.1_prot_WP_000390524.1_1224	lcl|NC_009641.1_prot_WP_000390529.1_1211	lcl|NC_002758.2_prot_WP_000390524.1_1223	lcl|NC_017333.1_prot_WP_000390534.1_1213	lcl|NC_002745.2_prot_WP_000390524.1_1108	lcl|NC_007622.1_prot_WP_000390530.1_1099	lcl|NC_007795.1_prot_YP_499646.2_1009
7	7	1	lcl|NC_009782.1_prot_WP_000390575.1_1041	lcl|NC_009641.1_prot_WP_000390575.1_962	lcl|NC_002758.2_prot_WP_000390575.1_1040	lcl|NC_017333.1_prot_WP_000390575.1_1031	lcl|NC_002745.2_prot_WP_000390575.1_925	lcl|NC_007622.1_prot_WP_000390575.1_914	lcl|NC_007795.1_prot_YP_499463.1_831
6	6	1	lcl|NC_009782.1_prot_WP_000390829.1_2220	lcl|NC_009641.1_prot_WP_000390829.1_2272	lcl|NC_002758.2_prot_WP_000390829.1_2219	lcl|NC_017333.1_prot_WP_000390829.1_2197	lcl|NC_002745.2_prot_WP_000390829.1_2104	lcl|NC_007622.1_prot_WP_000390829.1_2105	*
7	7	1	lcl|NC_009782.1_prot_WP_000391031.1_1269	lcl|NC_009641.1_prot_WP_000391031.1_1254	lcl|NC_002758.2_prot_WP_000391031.1_1268	lcl|NC_017333.1_prot_WP_000391032.1_1256	lcl|NC_002745.2_prot_WP_000391031.1_1153	lcl|NC_007622.1_prot_WP_000391026.1_1142	lcl|NC_007795.1_prot_YP_499691.1_1052
3	5	0.4	lcl|NC_009782.1_prot_WP_000392186.1_911	lcl|NC_009641.1_prot_WP_000392186.1_1129,lcl|NC_009641.1_prot_WP_000392183.1_298,lcl|NC_009641.1_prot_WP_000392183.1_2067	lcl|NC_002758.2_prot_WP_000392186.1_910	*	*	*	*
7	7	1	lcl|NC_009782.1_prot_WP_000392691.1_1604	lcl|NC_009641.1_prot_WP_000392691.1_1599	lcl|NC_002758.2_prot_WP_000392691.1_1603	lcl|NC_017333.1_prot_WP_000392691.1_1658	lcl|NC_002745.2_prot_WP_000392691.1_1488	lcl|NC_007622.1_prot_WP_000392691.1_1479	lcl|NC_007795.1_prot_YP_500107.1_1450
7	7	1	lcl|NC_009782.1_prot_WP_000394690.1_406	lcl|NC_009641.1_prot_WP_000394698.1_436	lcl|NC_002758.2_prot_WP_000394690.1_406	lcl|NC_017333.1_prot_WP_000394698.1_485	lcl|NC_002745.2_prot_WP_000394698.1_405	lcl|NC_007622.1_prot_WP_000394698.1_371	lcl|NC_007795.1_prot_YP_498959.1_341
6	6	1	lcl|NC_009782.1_prot_WP_000394911.1_306	lcl|NC_009641.1_prot_WP_000394915.1_261	lcl|NC_002758.2_prot_WP_000394911.1_306	lcl|NC_017333.1_prot_WP_000394918.1_317	lcl|NC_002745.2_prot_WP_000394911.1_306	*	lcl|NC_007795.1_prot_YP_498864.1_248
7	7	1	lcl|NC_009782.1_prot_WP_000395153.1_1077	lcl|NC_009641.1_prot_WP_000395153.1_998	lcl|NC_002758.2_prot_WP_000395153.1_1076	lcl|NC_017333.1_prot_WP_000395150.1_1064	lcl|NC_002745.2_prot_WP_000395153.1_961	lcl|NC_007622.1_prot_WP_000395144.1_950	lcl|NC_007795.1_prot_YP_499499.1_866
7	7	1	lcl|NC_009782.1_prot_WP_000395692.1_1003	lcl|NC_009641.1_prot_WP_000395692.1_922	lcl|NC_002758.2_prot_WP_000395692.1_1002	lcl|NC_017333.1_prot_WP_000395692.1_967	lcl|NC_002745.2_prot_WP_000395692.1_887	lcl|NC_007622.1_prot_WP_000395692.1_872	lcl|NC_007795.1_prot_YP_499424.1_792
7	7	1	lcl|NC_009782.1_prot_WP_000396077.1_2252	lcl|NC_009641.1_prot_WP_000396077.1_2303	lcl|NC_002758.2_prot_WP_000396077.1_2251	lcl|NC_017333.1_prot_WP_000396068.1_2227	lcl|NC_002745.2_prot_WP_000396077.1_2136	lcl|NC_007622.1_prot_WP_000396070.1_2134	lcl|NC_007795.1_prot_YP_500810.1_2118
7	7	1	lcl|NC_009782.1_prot_WP_000397416.1_348	lcl|NC_009641.1_prot_WP_000397416.1_379	lcl|NC_002758.2_prot_WP_000397416.1_348	lcl|NC_017333.1_prot_WP_000397415.1_430	lcl|NC_002745.2_prot_WP_000397416.1_348	lcl|NC_007622.1_prot_WP_000397416.1_315	lcl|NC_007795.1_prot_YP_498904.1_287
7	7	1	lcl|NC_009782.1_prot_WP_000398672.1_1257	lcl|NC_009641.1_prot_WP_000398672.1_1242	lcl|NC_002758.2_prot_WP_000398672.1_1256	lcl|NC_017333.1_prot_WP_000398672.1_1244	lcl|NC_002745.2_prot_WP_000398672.1_1141	lcl|NC_007622.1_prot_WP_000398672.1_1130	lcl|NC_007795.1_prot_YP_499677.1_1039
4	6	0.5	lcl|NC_009782.1_prot_WP_000398870.1_974	lcl|NC_009641.1_prot_WP_000398879.1_2007,lcl|NC_009641.1_prot_WP_000398878.1_360,lcl|NC_009641.1_prot_WP_000398863.1_1188	lcl|NC_002758.2_prot_WP_000398870.1_973	*	*	*	lcl|NC_007795.1_prot_YP_500518.1_1838
7	7	1	lcl|NC_009782.1_prot_WP_000398941.1_2631	lcl|NC_009641.1_prot_WP_000398941.1_2684	lcl|NC_002758.2_prot_WP_000398941.1_2630	lcl|NC_017333.1_prot_WP_000398941.1_2614	lcl|NC_002745.2_prot_WP_000398941.1_2522	lcl|NC_007622.1_prot_WP_000398942.1_2506	lcl|NC_007795.1_prot_YP_501202.1_2482
7	7	1	lcl|NC_009782.1_prot_WP_000400021.1_2714	lcl|NC_009641.1_prot_WP_000400032.1_2767	lcl|NC_002758.2_prot_WP_000400021.1_2713	lcl|NC_017333.1_prot_WP_000400015.1_2691	lcl|NC_002745.2_prot_WP_000400021.1_2605	lcl|NC_007622.1_prot_WP_000400029.1_2575	lcl|NC_007795.1_prot_YP_501283.1_2556
7	7	1	lcl|NC_009782.1_prot_WP_000401377.1_1200	lcl|NC_009641.1_prot_WP_000401377.1_1122	lcl|NC_002758.2_prot_WP_000401377.1_1199	lcl|NC_017333.1_prot_WP_000401377.1_1187	lcl|NC_002745.2_prot_WP_000401377.1_1084	lcl|NC_007622.1_prot_WP_000401377.1_1074	lcl|NC_007795.1_prot_YP_499621.1_986
7	7	1	lcl|NC_009782.1_prot_WP_000401414.1_1006	lcl|NC_009641.1_prot_WP_000401414.1_925	lcl|NC_002758.2_prot_WP_000401414.1_1005	lcl|NC_017333.1_prot_WP_000401415.1_970	lcl|NC_002745.2_prot_WP_000401414.1_890	lcl|NC_007622.1_prot_WP_000401413.1_875	lcl|NC_007795.1_prot_YP_499427.1_795
4	7	0.104	lcl|NC_009782.1_prot_WP_000401977.1_2126	lcl|NC_009641.1_prot_WP_000401950.1_318,lcl|NC_009641.1_prot_WP_000401950.1_2048,lcl|NC_009641.1_prot_WP_000401950.1_1147,lcl|NC_009641.1_prot_WP_000401960.1_2189	lcl|NC_002758.2_prot_WP_000401977.1_2125	*	lcl|NC_002745.2_prot_WP_000401969.1_2008	*	*
7	7	1	lcl|NC_009782.1_prot_WP_000402171.1_668	lcl|NC_009641.1_prot_WP_000402172.1_688	lcl|NC_002758.2_prot_WP_000402171.1_667	lcl|NC_017333.1_prot_WP_000402172.1_742	lcl|NC_002745.2_prot_WP_000402171.1_640	lcl|NC_007622.1_prot_WP_078062706.1_636	lcl|NC_007795.1_prot_YP_499194.1_569
7	7	1	lcl|NC_009782.1_prot_WP_000402651.1_2231	lcl|NC_009641.1_prot_WP_000402656.1_2283	lcl|NC_002758.2_prot_WP_000402651.1_2230	lcl|NC_017333.1_prot_WP_000402646.1_2208	lcl|NC_002745.2_prot_WP_000402651.1_2115	lcl|NC_007622.1_prot_WP_000402642.1_2116	lcl|NC_007795.1_prot_YP_500791.1_2099
4	4	1	lcl|NC_009782.1_prot_WP_000402904.1_2113	lcl|NC_009641.1_prot_WP_000402904.1_2177	lcl|NC_002758.2_prot_WP_000402904.1_2112	*	lcl|NC_002745.2_prot_WP_000402904.1_1996	*	*
7	7	1	lcl|NC_009782.1_prot_WP_000403915.1_498	lcl|NC_009641.1_prot_WP_000403916.1_504	lcl|NC_002758.2_prot_WP_000403915.1_497	lcl|NC_017333.1_prot_WP_000403905.1_563	lcl|NC_002745.2_prot_WP_000403915.1_470	lcl|NC_007622.1_prot_WP_000403904.1_460	lcl|NC_007795.1_prot_YP_499017.1_398
5	5	1	lcl|NC_009782.1_prot_WP_000404422.1_1046	lcl|NC_009641.1_prot_WP_000404422.1_967	lcl|NC_002758.2_prot_WP_000404422.1_1045	*	lcl|NC_002745.2_prot_WP_000404422.1_930	*	lcl|NC_007795.1_prot_YP_499468.1_836
7	7	1	lcl|NC_009782.1_prot_WP_000404645.1_1532	lcl|NC_009641.1_prot_WP_000404650.1_1525	lcl|NC_002758.2_prot_WP_000404649.1_1531	lcl|NC_017333.1_prot_WP_000404635.1_1515	lcl|NC_002745.2_prot_WP_000404645.1_1416	lcl|NC_007622.1_prot_WP_000404637.1_1403	lcl|NC_007795.1_prot_YP_499962.1_1310
7	7	1	lcl|NC_009782.1_prot_WP_000406838.1_1623	lcl|NC_009641.1_prot_WP_000406843.1_1617	lcl|NC_002758.2_prot_WP_000406838.1_1622	lcl|NC_017333.1_prot_WP_000406856.1_1676	lcl|NC_002745.2_prot_WP_000406838.1_1507	lcl|NC_007622.1_prot_WP_000406853.1_1505	lcl|NC_007795.1_prot_YP_500126.1_1469
7	7	1	lcl|NC_009782.1_prot_WP_000409157.1_1733	lcl|NC_009641.1_prot_WP_000409167.1_1724	lcl|NC_002758.2_prot_WP_000409157.1_1732	lcl|NC_017333.1_prot_WP_000409167.1_1782	lcl|NC_002745.2_prot_WP_000409157.1_1617	lcl|NC_007622.1_prot_WP_000409166.1_1612	lcl|NC_007795.1_prot_YP_500236.1_1573
7	7	1	lcl|NC_009782.1_prot_WP_000410567.1_97	lcl|NC_009641.1_prot_WP_000410568.1_49	lcl|NC_002758.2_prot_WP_000410567.1_97	lcl|NC_017333.1_prot_WP_000714375.1_116	lcl|NC_002745.2_prot_WP_000410567.1_97	lcl|NC_007622.1_prot_WP_000714378.1_46	lcl|NC_007795.1_prot_YP_498655.1_47
7	7	1	lcl|NC_009782.1_prot_WP_000410764.1_2914	lcl|NC_009641.1_prot_WP_000410771.1_2968	lcl|NC_002758.2_prot_WP_000410764.1_2913	lcl|NC_017333.1_prot_WP_000410770.1_2880	lcl|NC_002745.2_prot_WP_000410764.1_2813	lcl|NC_007622.1_prot_WP_000410765.1_2773	lcl|NC_007795.1_prot_YP_501483.1_2750
7	7	1	lcl|NC_009782.1_prot_WP_000411084.1_1876	lcl|NC_009641.1_prot_WP_000411085.1_1857	lcl|NC_002758.2_prot_WP_000411084.1_1875	lcl|NC_017333.1_prot_WP_000411087.1_1915	lcl|NC_002745.2_prot_WP_000411084.1_1759	lcl|NC_007622.1_prot_WP_000411090.1_1745	lcl|NC_007795.1_prot_YP_500370.1_1702
7	7	1	lcl|NC_009782.1_prot_WP_000411298.1_1671	lcl|NC_009641.1_prot_WP_000411299.1_1665	lcl|NC_002758.2_prot_WP_000411298.1_1670	lcl|NC_017333.1_prot_WP_000411298.1_1724	lcl|NC_002745.2_prot_WP_000411298.1_1555	lcl|NC_007622.1_prot_WP_000411298.1_1553	lcl|NC_007795.1_prot_YP_500175.1_1516
7	7	1	lcl|NC_009782.1_prot_WP_000412514.1_620	lcl|NC_009641.1_prot_WP_000412514.1_627	lcl|NC_002758.2_prot_WP_000412514.1_619	lcl|NC_017333.1_prot_WP_000412518.1_687	lcl|NC_002745.2_prot_WP_000412514.1_592	lcl|NC_007622.1_prot_WP_000412509.1_583	lcl|NC_007795.1_prot_YP_499138.1_516
7	7	1	lcl|NC_009782.1_prot_WP_000413171.1_159	lcl|NC_009641.1_prot_WP_000413171.1_117	lcl|NC_002758.2_prot_WP_000413171.1_159	lcl|NC_017333.1_prot_WP_000413171.1_173	lcl|NC_002745.2_prot_WP_000413171.1_159	lcl|NC_007622.1_prot_WP_000413164.1_109	lcl|NC_007795.1_prot_YP_498720.1_108
7	7	1	lcl|NC_009782.1_prot_WP_000413436.1_1616	lcl|NC_009641.1_prot_WP_000413437.1_1611	lcl|NC_002758.2_prot_WP_000413436.1_1615	lcl|NC_017333.1_prot_WP_000413439.1_1670	lcl|NC_002745.2_prot_WP_000413436.1_1500	lcl|NC_007622.1_prot_WP_000413439.1_1491	lcl|NC_007795.1_prot_YP_500119.1_1462
7	7	1	lcl|NC_009782.1_prot_WP_000413862.1_2424	lcl|NC_009641.1_prot_WP_000413865.1_2476	lcl|NC_002758.2_prot_WP_000413862.1_2423	lcl|NC_017333.1_prot_WP_000413858.1_2412	lcl|NC_002745.2_prot_WP_000413862.1_2316	lcl|NC_007622.1_prot_WP_000413857.1_2300	lcl|NC_007795.1_prot_YP_500991.1_2290
7	7	1	lcl|NC_009782.1_prot_WP_000414164.1_1091	lcl|NC_009641.1_prot_WP_000414177.1_1012	lcl|NC_002758.2_prot_WP_000414164.1_1090	lcl|NC_017333.1_prot_WP_000414168.1_1078	lcl|NC_002745.2_prot_WP_000414165.1_975	lcl|NC_007622.1_prot_WP_000414188.1_964	lcl|NC_007795.1_prot_YP_499513.1_880
7	7	1	lcl|NC_009782.1_prot_WP_000414216.1_1925	lcl|NC_009641.1_prot_WP_000414205.1_1912	lcl|NC_002758.2_prot_WP_000414216.1_1924	lcl|NC_017333.1_prot_WP_000414230.1_1985	lcl|NC_002745.2_prot_WP_000414216.1_1808	lcl|NC_007622.1_prot_WP_000414217.1_1796	lcl|NC_007795.1_prot_YP_500423.1_1751
7	7	1	lcl|NC_009782.1_prot_WP_000414629.1_129	lcl|NC_009641.1_prot_WP_000414628.1_81	lcl|NC_002758.2_prot_WP_000414629.1_129	lcl|NC_017333.1_prot_WP_000414633.1_143	lcl|NC_002745.2_prot_WP_000414629.1_129	lcl|NC_007622.1_prot_WP_011382151.1_76	lcl|NC_007795.1_prot_YP_498686.1_77
7	7	1	lcl|NC_009782.1_prot_WP_000414695.1_1539	lcl|NC_009641.1_prot_WP_000414685.1_1532	lcl|NC_002758.2_prot_WP_000414695.1_1538	lcl|NC_017333.1_prot_WP_000414702.1_1521	lcl|NC_002745.2_prot_WP_000414695.1_1423	lcl|NC_007622.1_prot_WP_000414678.1_1417	lcl|NC_007795.1_prot_YP_499970.1_1317
7	7	1	lcl|NC_009782.1_prot_WP_000415665.1_314	lcl|NC_009641.1_prot_WP_000415675.1_276	lcl|NC_002758.2_prot_WP_000415665.1_314	lcl|NC_017333.1_prot_WP_000415670.1_325	lcl|NC_002745.2_prot_WP_000415665.1_314	lcl|NC_007622.1_prot_WP_000152494.1_265	lcl|NC_007795.1_prot_YP_498872.1_256
7	7	1	lcl|NC_009782.1_prot_WP_000417018.1_2472	lcl|NC_009641.1_prot_WP_000417016.1_2523	lcl|NC_002758.2_prot_WP_000417018.1_2471	lcl|NC_017333.1_prot_WP_000417008.1_2458	lcl|NC_002745.2_prot_WP_000417018.1_2364	lcl|NC_007622.1_prot_WP_000417010.1_2348	lcl|NC_007795.1_prot_YP_501039.1_2334
7	7	1	lcl|NC_009782.1_prot_WP_000417372.1_1388	lcl|NC_009641.1_prot_WP_000417369.1_1373	lcl|NC_002758.2_prot_WP_000417372.1_1387	lcl|NC_017333.1_prot_WP_000417370.1_1376	lcl|NC_002745.2_prot_WP_000417372.1_1272	lcl|NC_007622.1_prot_WP_000417384.1_1262	lcl|NC_007795.1_prot_YP_499809.1_1167
7	7	1	lcl|NC_009782.1_prot_WP_000421410.1_408	lcl|NC_009641.1_prot_WP_000421410.1_438	lcl|NC_002758.2_prot_WP_000421410.1_408	lcl|NC_017333.1_prot_WP_000421402.1_487	lcl|NC_002745.2_prot_WP_000421410.1_407	lcl|NC_007622.1_prot_WP_000421413.1_373	lcl|NC_007795.1_prot_YP_498961.1_343
7	7	1	lcl|NC_009782.1_prot_WP_000421713.1_2817	lcl|NC_009641.1_prot_WP_000421701.1_2869	lcl|NC_002758.2_prot_WP_000421713.1_2816	lcl|NC_017333.1_prot_WP_000421708.1_2785	lcl|NC_002745.2_prot_WP_000421713.1_2716	lcl|NC_007622.1_prot_WP_000421702.1_2674	lcl|NC_007795.1_prot_YP_501386.1_2656
7	7	1	lcl|NC_009782.1_prot_WP_000422861.1_606	lcl|NC_009641.1_prot_WP_000422861.1_613	lcl|NC_002758.2_prot_WP_000422861.1_605	lcl|NC_017333.1_prot_WP_000422864.1_673	lcl|NC_002745.2_prot_WP_000422861.1_578	lcl|NC_007622.1_prot_WP_000422868.1_569	lcl|NC_007795.1_prot_YP_499125.1_503
7	7	1	lcl|NC_009782.1_prot_WP_000422908.1_888	lcl|NC_009641.1_prot_WP_000422909.1_884	lcl|NC_002758.2_prot_WP_000422908.1_887	lcl|NC_017333.1_prot_WP_000422911.1_930	lcl|NC_002745.2_prot_WP_000422908.1_837	lcl|NC_007622.1_prot_WP_000422917.1_827	lcl|NC_007795.1_prot_YP_499387.1_755
7	7	1	lcl|NC_009782.1_prot_WP_000424963.1_411	lcl|NC_009641.1_prot_WP_000424966.1_441	lcl|NC_002758.2_prot_WP_000424963.1_411	lcl|NC_017333.1_prot_WP_000424968.1_490	lcl|NC_002745.2_prot_WP_000424963.1_410	lcl|NC_007622.1_prot_WP_000424972.1_376	lcl|NC_007795.1_prot_YP_498964.1_346
7	7	1	lcl|NC_009782.1_prot_WP_000425350.1_1777	lcl|NC_009641.1_prot_WP_000425353.1_1760	lcl|NC_002758.2_prot_WP_000425350.1_1776	lcl|NC_017333.1_prot_WP_000425349.1_1818	lcl|NC_002745.2_prot_WP_000425353.1_1661	lcl|NC_007622.1_prot_WP_000425339.1_1648	lcl|NC_007795.1_prot_YP_500272.1_1608
7	7	1	lcl|NC_009782.1_prot_WP_000426696.1_2481	lcl|NC_009641.1_prot_WP_000426696.1_2533	lcl|NC_002758.2_prot_WP_000426696.1_2480	lcl|NC_017333.1_prot_WP_000426692.1_2468	lcl|NC_002745.2_prot_WP_000426696.1_2373	lcl|NC_007622.1_prot_WP_000426705.1_2360	lcl|NC_007795.1_prot_YP_501049.1_2343
7	7	1	lcl|NC_009782.1_prot_WP_000426912.1_1726	lcl|NC_009641.1_prot_WP_000426912.1_1718	lcl|NC_002758.2_prot_WP_000426912.1_1725	lcl|NC_017333.1_prot_WP_000426912.1_1777	lcl|NC_002745.2_prot_WP_000426912.1_1610	lcl|NC_007622.1_prot_WP_000426912.1_1606	lcl|NC_007795.1_prot_YP_500230.1_1569
7	7	1	lcl|NC_009782.1_prot_WP_000426914.1_1317	lcl|NC_009641.1_prot_WP_000426914.1_1302	lcl|NC_002758.2_prot_WP_000426914.1_1316	lcl|NC_017333.1_prot_WP_000426914.1_1303	lcl|NC_002745.2_prot_WP_000426914.1_1201	lcl|NC_007622.1_prot_WP_000426914.1_1191	lcl|NC_007795.1_prot_YP_499739.1_1099
5	5	1	lcl|NC_009782.1_prot_WP_000427767.1_1061	lcl|NC_009641.1_prot_WP_000427770.1_982	lcl|NC_002758.2_prot_WP_000427767.1_1060	*	lcl|NC_002745.2_prot_WP_000427767.1_945	*	lcl|NC_007795.1_prot_YP_499483.1_850
7	7	1	lcl|NC_009782.1_prot_WP_000428172.1_2014	lcl|NC_009641.1_prot_WP_000428172.1_2075	lcl|NC_002758.2_prot_WP_000428172.1_2013	lcl|NC_017333.1_prot_WP_000428172.1_2061	lcl|NC_002745.2_prot_WP_000428172.1_1897	lcl|NC_007622.1_prot_WP_000428172.1_1960	lcl|NC_007795.1_prot_YP_500587.1_1906
7	7	1	lcl|NC_009782.1_prot_WP_000429006.1_772	lcl|NC_009641.1_prot_WP_000429014.1_789	lcl|NC_002758.2_prot_WP_000429006.1_771	lcl|NC_017333.1_prot_WP_000429003.1_840	lcl|NC_002745.2_prot_WP_000429006.1_744	lcl|NC_007622.1_prot_WP_000429019.1_734	lcl|NC_007795.1_prot_YP_499296.1_668
7	7	1	lcl|NC_009782.1_prot_WP_000429674.1_2484	lcl|NC_009641.1_prot_WP_000429674.1_2536	lcl|NC_002758.2_prot_WP_000429674.1_2483	lcl|NC_017333.1_prot_WP_000429669.1_2471	lcl|NC_002745.2_prot_WP_000429674.1_2376	lcl|NC_007622.1_prot_WP_000429666.1_2363	lcl|NC_007795.1_prot_YP_501052.1_2346
7	7	1	lcl|NC_009782.1_prot_WP_000431230.1_135	lcl|NC_009641.1_prot_WP_000431234.1_87	lcl|NC_002758.2_prot_WP_000431230.1_135	lcl|NC_017333.1_prot_WP_000431241.1_148	lcl|NC_002745.2_prot_WP_000431230.1_135	lcl|NC_007622.1_prot_WP_000431236.1_82	lcl|NC_007795.1_prot_YP_498692.1_83
6	6	1	lcl|NC_009782.1_prot_WP_000431307.1_307	lcl|NC_009641.1_prot_WP_000431307.1_262	lcl|NC_002758.2_prot_WP_000431307.1_307	lcl|NC_017333.1_prot_WP_000431306.1_322	lcl|NC_002745.2_prot_WP_000431307.1_307	*	lcl|NC_007795.1_prot_YP_498865.1_249
7	7	1	lcl|NC_009782.1_prot_WP_000431312.1_1719	lcl|NC_009641.1_prot_WP_000431312.1_1711	lcl|NC_002758.2_prot_WP_000431312.1_1718	lcl|NC_017333.1_prot_WP_000431312.1_1770	lcl|NC_002745.2_prot_WP_000431312.1_1603	lcl|NC_007622.1_prot_WP_000431312.1_1599	lcl|NC_007795.1_prot_YP_500223.1_1562
7	7	1	lcl|NC_009782.1_prot_WP_000432017.1_196	lcl|NC_009641.1_prot_WP_000432017.1_153	lcl|NC_002758.2_prot_WP_000432017.1_196	lcl|NC_017333.1_prot_WP_000432018.1_211	lcl|NC_002745.2_prot_WP_000432017.1_196	lcl|NC_007622.1_prot_WP_000432007.1_146	lcl|NC_007795.1_prot_YP_498756.1_144
7	7	1	lcl|NC_009782.1_prot_WP_000432915.1_2748	lcl|NC_009641.1_prot_WP_000432907.1_2804	lcl|NC_002758.2_prot_WP_000432915.1_2747	lcl|NC_017333.1_prot_WP_000432889.1_2723	lcl|NC_002745.2_prot_WP_000432915.1_2639	lcl|NC_007622.1_prot_WP_000432893.1_2610	lcl|NC_007795.1_prot_YP_501320.1_2593
7	7	1	lcl|NC_009782.1_prot_WP_000433354.1_1466	lcl|NC_009641.1_prot_WP_000433363.1_1458	lcl|NC_002758.2_prot_WP_000433354.1_1465	lcl|NC_017333.1_prot_WP_000433351.1_1447	lcl|NC_002745.2_prot_WP_000433354.1_1350	lcl|NC_007622.1_prot_WP_000433361.1_1337	lcl|NC_007795.1_prot_YP_499892.1_1246
7	7	1	lcl|NC_009782.1_prot_WP_000433551.1_1174	lcl|NC_009641.1_prot_WP_000433551.1_1096	lcl|NC_002758.2_prot_WP_000433551.1_1173	lcl|NC_017333.1_prot_WP_000433550.1_1161	lcl|NC_002745.2_prot_WP_000433551.1_1058	lcl|NC_007622.1_prot_WP_000433551.1_1048	lcl|NC_007795.1_prot_YP_499595.1_960
7	7	1	lcl|NC_009782.1_prot_WP_000434765.1_1875	lcl|NC_009641.1_prot_WP_000434765.1_1856	lcl|NC_002758.2_prot_WP_000434765.1_1874	lcl|NC_017333.1_prot_WP_000434765.1_1914	lcl|NC_002745.2_prot_WP_000434765.1_1758	lcl|NC_007622.1_prot_WP_000434768.1_1744	lcl|NC_007795.1_prot_YP_500369.1_1701
7	7	1	lcl|NC_009782.1_prot_WP_000434933.1_2047	lcl|NC_009641.1_prot_WP_000434933.1_2109	lcl|NC_002758.2_prot_WP_000434933.1_2046	lcl|NC_017333.1_prot_WP_000434536.1_2093	lcl|NC_002745.2_prot_WP_000434933.1_1930	lcl|NC_007622.1_prot_WP_000434538.1_1994	lcl|NC_007795.1_prot_YP_500619.1_1937
