number Species	Genes	Alg.-Conn.	r1.faa	r2.faa	r3.faa	r4.faa	r5.faa	r6.faa	r7.faa
2	2	1	WP_010977493.1	*	*	WP_012262492.1	*	*	*
2	2	1	WP_010977518.1	*	*	*	WP_053351149.1	*	*
2	2	1	WP_010977524.1	*	*	WP_012151084.1	*	*	*
2	2	1	WP_010977526.1	*	*	*	WP_045799483.1	*	*
2	2	1	WP_010977529.1	*	*	WP_014362391.1	*	*	*
2	2	1	WP_010977537.1	*	*	WP_012262513.1	*	*	*
2	2	1	WP_010977539.1	*	*	*	WP_014392585.1	*	*
2	2	1	WP_010977541.1	*	*	*	WP_050982629.1	*	*
2	2	1	WP_010977557.1	*	*	WP_012151113.1	*	*	*
2	2	1	WP_010977559.1	*	*	*	WP_045800568.1	*	*
2	2	1	WP_010977567.1	*	WP_041804850.1	*	*	*	*
2	2	1	WP_010977594.1	*	WP_011477727.1	*	*	*	*
2	2	1	WP_010977610.1	*	*	*	WP_082066747.1	*	*
2	2	1	WP_010977613.1	*	*	WP_012151176.1	*	*	*
2	2	1	WP_010977634.1	*	*	WP_075807928.1	*	*	*
2	2	1	WP_010977640.1	*	*	WP_042442129.1	*	*	*
2	2	1	WP_010977641.1	*	WP_049749284.1	*	*	*	*
2	2	1	WP_010977644.1	*	WP_011477965.1	*	*	*	*
2	2	1	WP_010977659.1	*	WP_041804907.1	*	*	*	*
2	2	1	WP_010977660.1	*	*	WP_042442132.1	*	*	*
2	2	1	WP_010977673.1	*	*	WP_012151232.1	*	*	*
2	2	1	WP_010977675.1	*	*	WP_014362408.1	*	*	*
2	2	1	WP_010977692.1	*	*	*	WP_014392727.1	*	*
2	2	1	WP_010977715.1	*	WP_011478023.1	*	*	*	*
2	2	1	WP_010977745.1	*	*	WP_012151296.1	*	*	*
2	2	1	WP_010977767.1	*	*	WP_012151312.1	*	*	*
2	2	1	WP_010977774.1	*	*	WP_012151319.1	*	*	*
2	2	1	WP_010977775.1	*	*	WP_012151320.1	*	*	*
2	2	1	WP_010977787.1	*	*	WP_012262601.1	*	*	*
2	2	1	WP_010977805.1	*	*	WP_012151349.1	*	*	*
2	2	1	WP_010977814.1	*	*	*	WP_014392827.1	*	*
2	2	1	WP_010977823.1	*	*	WP_041472367.1	*	*	*
2	2	1	WP_010977827.1	*	*	WP_012151370.1	*	*	*
2	2	1	WP_010977840.1	*	*	WP_012151387.1	*	*	*
2	2	1	WP_010977853.1	*	*	WP_012151402.1	*	*	*
2	2	1	WP_010977857.1	*	*	WP_012262625.1	*	*	*
2	2	1	WP_010977894.1	*	*	WP_012262643.1	*	*	*
2	2	1	WP_010977908.1	*	WP_081423343.1	*	*	*	*
2	2	1	WP_010977914.1	*	*	*	WP_082066682.1	*	*
2	2	1	WP_010977918.1	*	*	WP_014362509.1	*	*	*
2	2	1	WP_010977920.1	*	*	*	WP_082066684.1	*	*
2	2	1	WP_012150834.1	*	*	WP_012150834.1	*	*	*
2	2	1	WP_012150903.1	*	*	WP_012150903.1	*	*	*
2	2	1	WP_012150982.1	*	*	WP_012150982.1	*	*	*
2	2	1	WP_012151109.1	*	*	WP_080508227.1	*	*	*
2	2	1	WP_012720115.1	*	*	WP_014362439.1	*	*	*
2	2	1	WP_014013930.1	*	*	WP_012150439.1	*	*	*
2	2	1	WP_014273244.1	*	*	WP_012262260.1	*	*	*
2	2	1	WP_014273355.1	*	*	WP_012150631.1	*	*	*
2	2	1	WP_014363313.1	*	*	WP_012262613.1	*	*	*
2	2	1	WP_014364865.1	*	*	WP_012151052.1	*	*	*
2	2	1	WP_014410250.1	*	*	WP_012150230.1	*	*	*
2	2	1	WP_014410271.1	*	*	WP_075807890.1	*	*	*
2	2	1	WP_014410669.1	*	*	WP_012262375.1	*	*	*
2	2	1	WP_014411127.1	*	*	*	WP_041860463.1	*	*
2	2	1	WP_016770286.1	*	*	*	WP_014392359.1	*	*
2	2	1	WP_016830560.1	*	*	*	WP_082066726.1	*	*
2	2	1	WP_016830602.1	*	*	WP_075807937.1	*	*	*
2	2	1	WP_016830640.1	*	*	*	WP_045800514.1	*	*
2	2	1	WP_016830646.1	*	*	*	WP_041860487.1	*	*
2	2	1	WP_016830671.1	*	*	WP_012150521.1	*	*	*
2	2	1	WP_016830687.1	*	*	WP_012150576.1	*	*	*
2	2	1	WP_016830695.1	*	*	WP_012150585.1	*	*	*
2	2	1	WP_016830774.1	*	*	WP_012150833.1	*	*	*
2	2	1	WP_016830819.1	*	*	WP_012150889.1	*	*	*
2	2	1	WP_016830872.1	*	*	WP_012151098.1	*	*	*
2	2	1	WP_016830905.1	*	*	*	WP_081120760.1	*	*
2	2	1	WP_026053138.1	*	*	WP_012150260.1	*	*	*
2	2	1	WP_029374437.1	*	*	*	WP_053350931.1	*	*
2	2	1	WP_029374458.1	*	*	WP_012262364.1	*	*	*
2	2	1	WP_029374495.1	*	WP_011476843.1	*	*	*	*
2	2	1	WP_032849833.1	*	*	*	WP_082262782.1	*	*
2	2	1	WP_032850412.1	*	*	WP_012150291.1	*	*	*
2	2	1	WP_041471704.1	*	WP_011477741.1	*	*	*	*
2	2	1	WP_041471712.1	*	*	*	WP_081120941.1	*	*
2	2	1	WP_041471734.1	*	*	WP_012151068.1	*	*	*
2	2	1	WP_041471746.1	*	*	WP_014362525.1	*	*	*
2	2	1	WP_041471757.1	*	*	WP_012150467.1	*	*	*
2	2	1	WP_041471766.1	*	*	WP_012262442.1	*	*	*
2	2	1	WP_071597773.1	*	*	WP_012150303.1	*	*	*
2	2	1	WP_071597777.1	*	*	WP_075807895.1	*	*	*
2	2	1	WP_071597782.1	*	*	WP_080508212.1	*	*	*
2	2	1	WP_071597785.1	*	*	WP_075807903.1	*	*	*
2	2	1	WP_071597786.1	*	*	WP_075807904.1	*	*	*
2	2	1	WP_071597787.1	*	*	WP_014362313.1	*	*	*
2	2	1	WP_071597790.1	*	*	*	WP_082262777.1	*	*
2	2	1	WP_071597791.1	*	*	*	WP_081120882.1	*	*
2	2	1	WP_071597797.1	*	*	WP_012262366.1	*	*	*
2	2	1	WP_071597801.1	*	*	WP_075807913.1	*	*	*
2	2	1	WP_071597805.1	*	*	WP_075807915.1	*	*	*
2	2	1	WP_071597816.1	*	*	*	WP_014392700.1	*	*
2	2	1	WP_071597827.1	*	*	WP_071597827.1	*	*	*
2	2	1	WP_071597830.1	*	*	WP_012150514.1	*	*	*
2	2	1	WP_071597831.1	*	*	*	WP_082262774.1	*	*
2	2	1	WP_071597832.1	*	*	*	WP_081120998.1	*	*
2	2	1	WP_071597834.1	*	*	WP_075807949.1	*	*	*
2	2	1	WP_071597840.1	*	*	WP_012150893.1	*	*	*
2	2	1	WP_071597841.1	*	*	WP_080581183.1	*	*	*
2	2	1	WP_071597850.1	*	*	WP_012151350.1	*	*	*
2	2	1	WP_081420710.1	*	*	WP_080508222.1	*	*	*
2	2	1	WP_081420719.1	*	*	WP_012262457.1	*	*	*
2	2	1	WP_081420721.1	*	*	WP_080581178.1	*	*	*
2	2	1	WP_081420725.1	*	WP_081423331.1	*	*	*	*
2	2	1	WP_081420730.1	*	*	WP_012151230.1	*	*	*
2	2	1	WP_081420737.1	*	*	WP_080508238.1	*	*	*
2	2	1	WP_081420738.1	*	*	WP_041472517.1	*	*	*
2	2	1	WP_081420740.1	*	*	WP_080508241.1	*	*	*
2	2	1	WP_081420742.1	*	*	*	WP_081120953.1	*	*
2	2	1	WP_081420744.1	*	*	*	WP_081120959.1	*	*
2	2	1	WP_081420745.1	*	*	WP_012151271.1	*	*	*
1	1	0	*	*	WP_008579904.1	*	*	*	*
1	1	0	*	*	WP_008579905.1	*	*	*	*
1	1	0	*	*	WP_008579908.1	*	*	*	*
1	1	0	*	*	WP_008579909.1	*	*	*	*
1	1	0	*	*	WP_008579911.1	*	*	*	*
1	1	0	*	*	WP_008579913.1	*	*	*	*
1	1	0	*	*	WP_008579917.1	*	*	*	*
1	1	0	*	*	WP_008579921.1	*	*	*	*
1	1	0	*	*	WP_008579923.1	*	*	*	*
1	1	0	*	*	WP_008579924.1	*	*	*	*
1	1	0	*	*	WP_008579926.1	*	*	*	*
1	1	0	*	*	WP_011476702.1	*	*	*	*
1	1	0	*	*	WP_011476703.1	*	*	*	*
1	1	0	*	*	WP_011476719.1	*	*	*	*
1	1	0	*	*	WP_011476726.1	*	*	*	*
1	1	0	*	*	WP_011476731.1	*	*	*	*
1	1	0	*	*	WP_011476732.1	*	*	*	*
1	1	0	*	*	WP_011476753.1	*	*	*	*
1	1	0	*	*	WP_011476754.1	*	*	*	*
1	1	0	*	*	WP_011476755.1	*	*	*	*
1	1	0	*	*	WP_011476757.1	*	*	*	*
1	1	0	*	*	WP_011476758.1	*	*	*	*
1	1	0	*	*	WP_011476763.1	*	*	*	*
1	1	0	*	*	WP_011476795.1	*	*	*	*
1	1	0	*	*	WP_011476800.1	*	*	*	*
1	1	0	*	*	WP_011476803.1	*	*	*	*
1	1	0	*	*	WP_011476805.1	*	*	*	*
1	1	0	*	*	WP_011476808.1	*	*	*	*
1	1	0	*	*	WP_011476814.1	*	*	*	*
1	1	0	*	*	WP_011476819.1	*	*	*	*
1	1	0	*	*	WP_011476821.1	*	*	*	*
1	1	0	*	*	WP_011476831.1	*	*	*	*
1	1	0	*	*	WP_011476832.1	*	*	*	*
1	1	0	*	*	WP_011476833.1	*	*	*	*
1	1	0	*	*	WP_011476838.1	*	*	*	*
1	1	0	*	*	WP_011476842.1	*	*	*	*
1	1	0	*	*	WP_011476844.1	*	*	*	*
1	1	0	*	*	WP_011476846.1	*	*	*	*
1	1	0	*	*	WP_011476847.1	*	*	*	*
1	1	0	*	*	WP_011476848.1	*	*	*	*
1	1	0	*	*	WP_011476849.1	*	*	*	*
1	1	0	*	*	WP_011476852.1	*	*	*	*
1	1	0	*	*	WP_011476858.1	*	*	*	*
1	1	0	*	*	WP_011476864.1	*	*	*	*
1	1	0	*	*	WP_011476868.1	*	*	*	*
1	1	0	*	*	WP_011476882.1	*	*	*	*
1	1	0	*	*	WP_011476885.1	*	*	*	*
1	1	0	*	*	WP_011476886.1	*	*	*	*
1	1	0	*	*	WP_011476909.1	*	*	*	*
1	1	0	*	*	WP_011476913.1	*	*	*	*
1	1	0	*	*	WP_011476914.1	*	*	*	*
1	1	0	*	*	WP_011476915.1	*	*	*	*
1	1	0	*	*	WP_011476916.1	*	*	*	*
1	1	0	*	*	WP_011476926.1	*	*	*	*
1	1	0	*	*	WP_011476936.1	*	*	*	*
1	1	0	*	*	WP_011476938.1	*	*	*	*
1	1	0	*	*	WP_011476945.1	*	*	*	*
1	1	0	*	*	WP_011476946.1	*	*	*	*
1	1	0	*	*	WP_011476947.1	*	*	*	*
1	1	0	*	*	WP_011476954.1	*	*	*	*
1	1	0	*	*	WP_011476956.1	*	*	*	*
1	1	0	*	*	WP_011476957.1	*	*	*	*
1	1	0	*	*	WP_011476962.1	*	*	*	*
1	1	0	*	*	WP_011476967.1	*	*	*	*
1	1	0	*	*	WP_011476972.1	*	*	*	*
1	1	0	*	*	WP_011476973.1	*	*	*	*
1	1	0	*	*	WP_011476974.1	*	*	*	*
1	1	0	*	*	WP_011476985.1	*	*	*	*
1	1	0	*	*	WP_011476988.1	*	*	*	*
1	1	0	*	*	WP_011476989.1	*	*	*	*
1	1	0	*	*	WP_011476995.1	*	*	*	*
1	1	0	*	*	WP_011476998.1	*	*	*	*
1	1	0	*	*	WP_011476999.1	*	*	*	*
1	1	0	*	*	WP_011477001.1	*	*	*	*
1	1	0	*	*	WP_011477005.1	*	*	*	*
1	1	0	*	*	WP_011477009.1	*	*	*	*
1	1	0	*	*	WP_011477010.1	*	*	*	*
1	1	0	*	*	WP_011477011.1	*	*	*	*
1	1	0	*	*	WP_011477026.1	*	*	*	*
1	1	0	*	*	WP_011477027.1	*	*	*	*
1	1	0	*	*	WP_011477029.1	*	*	*	*
1	1	0	*	*	WP_011477031.1	*	*	*	*
1	1	0	*	*	WP_011477033.1	*	*	*	*
1	1	0	*	*	WP_011477035.1	*	*	*	*
1	1	0	*	*	WP_011477037.1	*	*	*	*
1	1	0	*	*	WP_011477046.1	*	*	*	*
1	1	0	*	*	WP_011477050.1	*	*	*	*
1	1	0	*	*	WP_011477051.1	*	*	*	*
1	1	0	*	*	WP_011477059.1	*	*	*	*
1	1	0	*	*	WP_011477060.1	*	*	*	*
1	1	0	*	*	WP_011477063.1	*	*	*	*
1	1	0	*	*	WP_011477064.1	*	*	*	*
1	1	0	*	*	WP_011477065.1	*	*	*	*
1	1	0	*	*	WP_011477066.1	*	*	*	*
1	1	0	*	*	WP_011477067.1	*	*	*	*
1	1	0	*	*	WP_011477068.1	*	*	*	*
1	1	0	*	*	WP_011477069.1	*	*	*	*
1	1	0	*	*	WP_011477070.1	*	*	*	*
1	1	0	*	*	WP_011477071.1	*	*	*	*
1	1	0	*	*	WP_011477072.1	*	*	*	*
1	1	0	*	*	WP_011477074.1	*	*	*	*
1	1	0	*	*	WP_011477077.1	*	*	*	*
1	1	0	*	*	WP_011477079.1	*	*	*	*
1	1	0	*	*	WP_011477083.1	*	*	*	*
1	1	0	*	*	WP_011477085.1	*	*	*	*
1	1	0	*	*	WP_011477091.1	*	*	*	*
1	1	0	*	*	WP_011477092.1	*	*	*	*
1	1	0	*	*	WP_011477095.1	*	*	*	*
1	1	0	*	*	WP_011477096.1	*	*	*	*
1	1	0	*	*	WP_011477098.1	*	*	*	*
1	1	0	*	*	WP_011477110.1	*	*	*	*
1	1	0	*	*	WP_011477113.1	*	*	*	*
1	1	0	*	*	WP_011477114.1	*	*	*	*
1	1	0	*	*	WP_011477115.1	*	*	*	*
1	1	0	*	*	WP_011477116.1	*	*	*	*
1	1	0	*	*	WP_011477120.1	*	*	*	*
1	1	0	*	*	WP_011477121.1	*	*	*	*
1	1	0	*	*	WP_011477122.1	*	*	*	*
1	1	0	*	*	WP_011477124.1	*	*	*	*
1	1	0	*	*	WP_011477125.1	*	*	*	*
1	1	0	*	*	WP_011477126.1	*	*	*	*
1	1	0	*	*	WP_011477134.1	*	*	*	*
1	1	0	*	*	WP_011477135.1	*	*	*	*
1	1	0	*	*	WP_011477136.1	*	*	*	*
1	1	0	*	*	WP_011477137.1	*	*	*	*
1	1	0	*	*	WP_011477138.1	*	*	*	*
1	1	0	*	*	WP_011477140.1	*	*	*	*
1	1	0	*	*	WP_011477142.1	*	*	*	*
1	1	0	*	*	WP_011477145.1	*	*	*	*
1	1	0	*	*	WP_011477146.1	*	*	*	*
1	1	0	*	*	WP_011477148.1	*	*	*	*
1	1	0	*	*	WP_011477149.1	*	*	*	*
1	1	0	*	*	WP_011477150.1	*	*	*	*
1	1	0	*	*	WP_011477153.1	*	*	*	*
1	1	0	*	*	WP_011477154.1	*	*	*	*
1	1	0	*	*	WP_011477155.1	*	*	*	*
1	1	0	*	*	WP_011477158.1	*	*	*	*
1	1	0	*	*	WP_011477161.1	*	*	*	*
1	1	0	*	*	WP_011477162.1	*	*	*	*
1	1	0	*	*	WP_011477163.1	*	*	*	*
1	1	0	*	*	WP_011477165.1	*	*	*	*
1	1	0	*	*	WP_011477172.1	*	*	*	*
1	1	0	*	*	WP_011477173.1	*	*	*	*
1	1	0	*	*	WP_011477176.1	*	*	*	*
1	1	0	*	*	WP_011477200.1	*	*	*	*
1	1	0	*	*	WP_011477201.1	*	*	*	*
1	1	0	*	*	WP_011477218.1	*	*	*	*
1	1	0	*	*	WP_011477221.1	*	*	*	*
1	1	0	*	*	WP_011477222.1	*	*	*	*
1	1	0	*	*	WP_011477225.1	*	*	*	*
1	1	0	*	*	WP_011477226.1	*	*	*	*
1	1	0	*	*	WP_011477227.1	*	*	*	*
1	1	0	*	*	WP_011477240.1	*	*	*	*
1	1	0	*	*	WP_011477241.1	*	*	*	*
1	1	0	*	*	WP_011477244.1	*	*	*	*
1	1	0	*	*	WP_011477249.1	*	*	*	*
1	1	0	*	*	WP_011477252.1	*	*	*	*
1	1	0	*	*	WP_011477257.1	*	*	*	*
1	1	0	*	*	WP_011477258.1	*	*	*	*
1	1	0	*	*	WP_011477263.1	*	*	*	*
1	1	0	*	*	WP_011477265.1	*	*	*	*
1	1	0	*	*	WP_011477270.1	*	*	*	*
1	1	0	*	*	WP_011477272.1	*	*	*	*
1	1	0	*	*	WP_011477273.1	*	*	*	*
1	1	0	*	*	WP_011477284.1	*	*	*	*
1	1	0	*	*	WP_011477285.1	*	*	*	*
1	1	0	*	*	WP_011477286.1	*	*	*	*
1	1	0	*	*	WP_011477287.1	*	*	*	*
1	1	0	*	*	WP_011477288.1	*	*	*	*
1	1	0	*	*	WP_011477289.1	*	*	*	*
1	1	0	*	*	WP_011477292.1	*	*	*	*
1	1	0	*	*	WP_011477295.1	*	*	*	*
1	1	0	*	*	WP_011477299.1	*	*	*	*
1	1	0	*	*	WP_011477304.1	*	*	*	*
1	1	0	*	*	WP_011477310.1	*	*	*	*
1	1	0	*	*	WP_011477311.1	*	*	*	*
1	1	0	*	*	WP_011477315.1	*	*	*	*
1	1	0	*	*	WP_011477328.1	*	*	*	*
1	1	0	*	*	WP_011477329.1	*	*	*	*
1	1	0	*	*	WP_011477331.1	*	*	*	*
1	1	0	*	*	WP_011477334.1	*	*	*	*
1	1	0	*	*	WP_011477335.1	*	*	*	*
1	1	0	*	*	WP_011477336.1	*	*	*	*
1	1	0	*	*	WP_011477339.1	*	*	*	*
1	1	0	*	*	WP_011477342.1	*	*	*	*
1	1	0	*	*	WP_011477346.1	*	*	*	*
1	1	0	*	*	WP_011477351.1	*	*	*	*
1	1	0	*	*	WP_011477352.1	*	*	*	*
1	1	0	*	*	WP_011477387.1	*	*	*	*
1	1	0	*	*	WP_011477392.1	*	*	*	*
1	1	0	*	*	WP_011477397.1	*	*	*	*
1	1	0	*	*	WP_011477402.1	*	*	*	*
1	1	0	*	*	WP_011477417.1	*	*	*	*
1	1	0	*	*	WP_011477418.1	*	*	*	*
1	1	0	*	*	WP_011477420.1	*	*	*	*
1	1	0	*	*	WP_011477421.1	*	*	*	*
1	1	0	*	*	WP_011477424.1	*	*	*	*
1	1	0	*	*	WP_011477425.1	*	*	*	*
1	1	0	*	*	WP_011477426.1	*	*	*	*
1	1	0	*	*	WP_011477427.1	*	*	*	*
1	1	0	*	*	WP_011477428.1	*	*	*	*
1	1	0	*	*	WP_011477429.1	*	*	*	*
1	1	0	*	*	WP_011477430.1	*	*	*	*
1	1	0	*	*	WP_011477431.1	*	*	*	*
1	1	0	*	*	WP_011477432.1	*	*	*	*
1	1	0	*	*	WP_011477433.1	*	*	*	*
1	1	0	*	*	WP_011477451.1	*	*	*	*
1	1	0	*	*	WP_011477452.1	*	*	*	*
1	1	0	*	*	WP_011477453.1	*	*	*	*
1	1	0	*	*	WP_011477454.1	*	*	*	*
1	1	0	*	*	WP_011477461.1	*	*	*	*
1	1	0	*	*	WP_011477463.1	*	*	*	*
1	1	0	*	*	WP_011477468.1	*	*	*	*
1	1	0	*	*	WP_011477469.1	*	*	*	*
1	1	0	*	*	WP_011477482.1	*	*	*	*
1	1	0	*	*	WP_011477499.1	*	*	*	*
1	1	0	*	*	WP_011477500.1	*	*	*	*
1	1	0	*	*	WP_011477502.1	*	*	*	*
1	1	0	*	*	WP_011477505.1	*	*	*	*
1	1	0	*	*	WP_011477510.1	*	*	*	*
1	1	0	*	*	WP_011477513.1	*	*	*	*
1	1	0	*	*	WP_011477524.1	*	*	*	*
1	1	0	*	*	WP_011477525.1	*	*	*	*
1	1	0	*	*	WP_011477526.1	*	*	*	*
1	1	0	*	*	WP_011477546.1	*	*	*	*
1	1	0	*	*	WP_011477548.1	*	*	*	*
1	1	0	*	*	WP_011477554.1	*	*	*	*
1	1	0	*	*	WP_011477556.1	*	*	*	*
1	1	0	*	*	WP_011477558.1	*	*	*	*
1	1	0	*	*	WP_011477561.1	*	*	*	*
1	1	0	*	*	WP_011477562.1	*	*	*	*
1	1	0	*	*	WP_011477567.1	*	*	*	*
1	1	0	*	*	WP_011477571.1	*	*	*	*
1	1	0	*	*	WP_011477573.1	*	*	*	*
1	1	0	*	*	WP_011477580.1	*	*	*	*
1	1	0	*	*	WP_011477583.1	*	*	*	*
1	1	0	*	*	WP_011477585.1	*	*	*	*
1	1	0	*	*	WP_011477589.1	*	*	*	*
1	1	0	*	*	WP_011477592.1	*	*	*	*
1	1	0	*	*	WP_011477597.1	*	*	*	*
1	1	0	*	*	WP_011477598.1	*	*	*	*
1	1	0	*	*	WP_011477603.1	*	*	*	*
1	1	0	*	*	WP_011477606.1	*	*	*	*
1	1	0	*	*	WP_011477615.1	*	*	*	*
1	1	0	*	*	WP_011477636.1	*	*	*	*
1	1	0	*	*	WP_011477637.1	*	*	*	*
1	1	0	*	*	WP_011477638.1	*	*	*	*
1	1	0	*	*	WP_011477639.1	*	*	*	*
1	1	0	*	*	WP_011477640.1	*	*	*	*
1	1	0	*	*	WP_011477642.1	*	*	*	*
1	1	0	*	*	WP_011477645.1	*	*	*	*
1	1	0	*	*	WP_011477646.1	*	*	*	*
1	1	0	*	*	WP_011477647.1	*	*	*	*
1	1	0	*	*	WP_011477648.1	*	*	*	*
1	1	0	*	*	WP_011477652.1	*	*	*	*
1	1	0	*	*	WP_011477658.1	*	*	*	*
1	1	0	*	*	WP_011477684.1	*	*	*	*
1	1	0	*	*	WP_011477687.1	*	*	*	*
1	1	0	*	*	WP_011477688.1	*	*	*	*
1	1	0	*	*	WP_011477689.1	*	*	*	*
1	1	0	*	*	WP_011477690.1	*	*	*	*
1	1	0	*	*	WP_011477691.1	*	*	*	*
1	1	0	*	*	WP_011477694.1	*	*	*	*
1	1	0	*	*	WP_011477729.1	*	*	*	*
1	1	0	*	*	WP_011477737.1	*	*	*	*
1	1	0	*	*	WP_011477739.1	*	*	*	*
1	1	0	*	*	WP_011477740.1	*	*	*	*
1	1	0	*	*	WP_011477744.1	*	*	*	*
1	1	0	*	*	WP_011477746.1	*	*	*	*
1	1	0	*	*	WP_011477747.1	*	*	*	*
1	1	0	*	*	WP_011477748.1	*	*	*	*
1	1	0	*	*	WP_011477750.1	*	*	*	*
1	1	0	*	*	WP_011477768.1	*	*	*	*
1	1	0	*	*	WP_011477770.1	*	*	*	*
1	1	0	*	*	WP_011477775.1	*	*	*	*
1	1	0	*	*	WP_011477780.1	*	*	*	*
1	1	0	*	*	WP_011477785.1	*	*	*	*
1	1	0	*	*	WP_011477786.1	*	*	*	*
1	1	0	*	*	WP_011477803.1	*	*	*	*
1	1	0	*	*	WP_011477824.1	*	*	*	*
1	1	0	*	*	WP_011477825.1	*	*	*	*
1	1	0	*	*	WP_011477839.1	*	*	*	*
1	1	0	*	*	WP_011477849.1	*	*	*	*
1	1	0	*	*	WP_011477850.1	*	*	*	*
1	1	0	*	*	WP_011477851.1	*	*	*	*
1	1	0	*	*	WP_011477852.1	*	*	*	*
1	1	0	*	*	WP_011477855.1	*	*	*	*
1	1	0	*	*	WP_011477856.1	*	*	*	*
1	1	0	*	*	WP_011477859.1	*	*	*	*
1	1	0	*	*	WP_011477865.1	*	*	*	*
1	1	0	*	*	WP_011477873.1	*	*	*	*
1	1	0	*	*	WP_011477876.1	*	*	*	*
1	1	0	*	*	WP_011477877.1	*	*	*	*
1	1	0	*	*	WP_011477879.1	*	*	*	*
1	1	0	*	*	WP_011477896.1	*	*	*	*
1	1	0	*	*	WP_011477910.1	*	*	*	*
1	1	0	*	*	WP_011477912.1	*	*	*	*
1	1	0	*	*	WP_011477920.1	*	*	*	*
1	1	0	*	*	WP_011477921.1	*	*	*	*
1	1	0	*	*	WP_011477931.1	*	*	*	*
1	1	0	*	*	WP_011477936.1	*	*	*	*
1	1	0	*	*	WP_011477951.1	*	*	*	*
1	1	0	*	*	WP_011477955.1	*	*	*	*
1	1	0	*	*	WP_011477964.1	*	*	*	*
1	1	0	*	*	WP_011477974.1	*	*	*	*
1	1	0	*	*	WP_011477978.1	*	*	*	*
1	1	0	*	*	WP_011477986.1	*	*	*	*
1	1	0	*	*	WP_011477993.1	*	*	*	*
1	1	0	*	*	WP_011477994.1	*	*	*	*
1	1	0	*	*	WP_011478006.1	*	*	*	*
1	1	0	*	*	WP_011478014.1	*	*	*	*
1	1	0	*	*	WP_011478016.1	*	*	*	*
1	1	0	*	*	WP_011478019.1	*	*	*	*
1	1	0	*	*	WP_011478021.1	*	*	*	*
1	1	0	*	*	WP_011478025.1	*	*	*	*
1	1	0	*	*	WP_011478026.1	*	*	*	*
1	1	0	*	*	WP_011478027.1	*	*	*	*
1	1	0	*	*	WP_011478032.1	*	*	*	*
1	1	0	*	*	WP_011478033.1	*	*	*	*
1	1	0	*	*	WP_011478035.1	*	*	*	*
1	1	0	*	*	WP_011478039.1	*	*	*	*
1	1	0	*	*	WP_011478041.1	*	*	*	*
1	1	0	*	*	WP_011478042.1	*	*	*	*
1	1	0	*	*	WP_011478045.1	*	*	*	*
1	1	0	*	*	WP_011478046.1	*	*	*	*
1	1	0	*	*	WP_011478047.1	*	*	*	*
1	1	0	*	*	WP_011478048.1	*	*	*	*
1	1	0	*	*	WP_011478049.1	*	*	*	*
1	1	0	*	*	WP_011478050.1	*	*	*	*
1	1	0	*	*	WP_011478058.1	*	*	*	*
1	1	0	*	*	WP_011478061.1	*	*	*	*
1	1	0	*	*	WP_011478064.1	*	*	*	*
1	1	0	*	*	WP_011478067.1	*	*	*	*
1	1	0	*	*	WP_011478069.1	*	*	*	*
1	1	0	*	*	WP_012151497.1	*	*	*	*
1	1	0	*	*	WP_012151503.1	*	*	*	*
1	1	0	*	*	WP_012151531.1	*	*	*	*
1	1	0	*	*	WP_012151641.1	*	*	*	*
1	1	0	*	*	WP_012151659.1	*	*	*	*
1	1	0	*	*	WP_012151664.1	*	*	*	*
1	1	0	*	*	WP_012151695.1	*	*	*	*
1	1	0	*	*	WP_012151730.1	*	*	*	*
1	1	0	*	*	WP_012151747.1	*	*	*	*
1	1	0	*	*	WP_012151779.1	*	*	*	*
1	1	0	*	*	WP_012151780.1	*	*	*	*
1	1	0	*	*	WP_012151789.1	*	*	*	*
1	1	0	*	*	WP_012151795.1	*	*	*	*
1	1	0	*	*	WP_012151810.1	*	*	*	*
1	1	0	*	*	WP_012151816.1	*	*	*	*
1	1	0	*	*	WP_012151820.1	*	*	*	*
1	1	0	*	*	WP_012151844.1	*	*	*	*
1	1	0	*	*	WP_012151883.1	*	*	*	*
1	1	0	*	*	WP_012151994.1	*	*	*	*
1	1	0	*	*	WP_012152007.1	*	*	*	*
1	1	0	*	*	WP_012152019.1	*	*	*	*
1	1	0	*	*	WP_012152034.1	*	*	*	*
1	1	0	*	*	WP_012152041.1	*	*	*	*
1	1	0	*	*	WP_012152042.1	*	*	*	*
1	1	0	*	*	WP_012152046.1	*	*	*	*
1	1	0	*	*	WP_012152075.1	*	*	*	*
1	1	0	*	*	WP_012152101.1	*	*	*	*
1	1	0	*	*	WP_012152190.1	*	*	*	*
1	1	0	*	*	WP_012152249.1	*	*	*	*
1	1	0	*	*	WP_012152262.1	*	*	*	*
1	1	0	*	*	WP_012152263.1	*	*	*	*
1	1	0	*	*	WP_012152285.1	*	*	*	*
1	1	0	*	*	WP_012152294.1	*	*	*	*
1	1	0	*	*	WP_041804588.1	*	*	*	*
1	1	0	*	*	WP_041804589.1	*	*	*	*
1	1	0	*	*	WP_041804593.1	*	*	*	*
1	1	0	*	*	WP_041804601.1	*	*	*	*
1	1	0	*	*	WP_041804605.1	*	*	*	*
1	1	0	*	*	WP_041804613.1	*	*	*	*
1	1	0	*	*	WP_041804616.1	*	*	*	*
1	1	0	*	*	WP_041804622.1	*	*	*	*
1	1	0	*	*	WP_041804632.1	*	*	*	*
1	1	0	*	*	WP_041804637.1	*	*	*	*
