Orthogroup	c1	c2	c3	c4	c5
OG0000322	lcl|NC_000922.1_prot_NP_224554.1_325	lcl|NC_005043.1_prot_WP_010882997.1_349	lcl|NC_002491.1_prot_WP_010882997.1_353	lcl|NC_017285.1_prot_WP_014517773.1_392	lcl|AE002161.1_prot_AAF38250.1_401
OG0000323	lcl|NC_000922.1_prot_NP_224555.1_326	lcl|NC_005043.1_prot_WP_011126114.1_350	lcl|NC_002491.1_prot_WP_010895318.1_354	lcl|NC_017285.1_prot_WP_014517772.1_391	lcl|AE002161.1_prot_AAF38249.1_400
OG0000324	lcl|NC_000922.1_prot_NP_224558.1_327	lcl|NC_005043.1_prot_WP_010883001.1_353	lcl|NC_002491.1_prot_WP_010883001.1_357	lcl|NC_017285.1_prot_WP_035416712.1_389	lcl|AE002161.1_prot_AAF38245.1_396
OG0000325	lcl|NC_000922.1_prot_NP_224559.1_328	lcl|NC_005043.1_prot_WP_010883002.1_354	lcl|NC_002491.1_prot_WP_010883002.1_358	lcl|NC_017285.1_prot_WP_014517768.1_388	lcl|AE002161.1_prot_AAF38244.1_395
OG0000326	lcl|NC_000922.1_prot_NP_224560.1_329	lcl|NC_005043.1_prot_WP_010883003.1_355	lcl|NC_002491.1_prot_WP_010883003.1_359	lcl|NC_017285.1_prot_WP_014517767.1_387	lcl|AE002161.1_prot_AAF38243.1_394
OG0000327	lcl|NC_000922.1_prot_NP_224561.1_330	lcl|NC_005043.1_prot_WP_011126116.1_356	lcl|NC_002491.1_prot_WP_010895319.1_360	lcl|NC_017285.1_prot_WP_080511688.1_386	lcl|AE002161.1_prot_AAF38242.1_393
OG0000328	lcl|NC_000922.1_prot_NP_224562.1_331	lcl|NC_005043.1_prot_WP_010883005.1_358	lcl|NC_002491.1_prot_WP_010883005.1_362	lcl|NC_017285.1_prot_WP_010883005.1_384	lcl|AE002161.1_prot_AAF38240.1_391
OG0000329	lcl|NC_000922.1_prot_NP_224563.1_332	lcl|NC_005043.1_prot_WP_010883006.1_359	lcl|NC_002491.1_prot_WP_010883006.1_363	lcl|NC_017285.1_prot_WP_014517765.1_383	lcl|AE002161.1_prot_AAF73664.1_390
OG0000330	lcl|NC_000922.1_prot_NP_224564.1_333	lcl|NC_005043.1_prot_WP_010883007.1_360	lcl|NC_002491.1_prot_WP_010883007.1_364	lcl|NC_017285.1_prot_WP_010883007.1_382	lcl|AE002161.1_prot_AAF38239.1_389
OG0000331	lcl|NC_000922.1_prot_NP_224565.1_334	lcl|NC_005043.1_prot_WP_010883008.1_361	lcl|NC_002491.1_prot_WP_010883008.1_365	lcl|NC_017285.1_prot_WP_041466859.1_381	lcl|AE002161.1_prot_AAF38238.1_388
OG0000332	lcl|NC_000922.1_prot_NP_224566.1_335	lcl|NC_005043.1_prot_WP_010883009.1_362	lcl|NC_002491.1_prot_WP_010895320.1_366	lcl|NC_017285.1_prot_WP_014517763.1_380	lcl|AE002161.1_prot_AAF38237.1_387
OG0000333	lcl|NC_000922.1_prot_NP_224567.1_336	lcl|NC_005043.1_prot_WP_011126120.1_363	lcl|NC_002491.1_prot_WP_010883010.1_367	lcl|NC_017285.1_prot_379	lcl|AE002161.1_prot_AAF73663.1_386
OG0000334	lcl|NC_000922.1_prot_NP_224569.1_338	lcl|NC_005043.1_prot_WP_010883012.1_365	lcl|NC_002491.1_prot_WP_010883012.1_369	lcl|NC_017285.1_prot_WP_014517760.1_378	lcl|AE002161.1_prot_AAF38235.1_383
OG0000335	lcl|NC_000922.1_prot_NP_224570.1_339	lcl|NC_005043.1_prot_WP_010883013.1_366	lcl|NC_002491.1_prot_WP_010883013.1_370	lcl|NC_017285.1_prot_WP_014517759.1_377	lcl|AE002161.1_prot_AAF38234.1_382
OG0000336	lcl|NC_000922.1_prot_NP_224571.1_340	lcl|NC_005043.1_prot_WP_010883014.1_367	lcl|NC_002491.1_prot_WP_010883014.1_371	lcl|NC_017285.1_prot_WP_010883014.1_376	lcl|AE002161.1_prot_AAF38233.1_381
OG0000337	lcl|NC_000922.1_prot_NP_224572.1_341	lcl|NC_005043.1_prot_WP_010883015.1_368	lcl|NC_002491.1_prot_WP_010883015.1_372	lcl|NC_017285.1_prot_WP_014517757.1_375	lcl|AE002161.1_prot_AAF38232.1_380
OG0000338	lcl|NC_000922.1_prot_NP_224573.1_342	lcl|NC_005043.1_prot_WP_010883016.1_369	lcl|NC_002491.1_prot_WP_010883016.1_373	lcl|NC_017285.1_prot_WP_014517754.1_374	lcl|AE002161.1_prot_AAF38230.1_378
OG0000339	lcl|NC_000922.1_prot_NP_224574.1_343	lcl|NC_005043.1_prot_WP_010883017.1_370	lcl|NC_002491.1_prot_WP_010883017.1_374	lcl|NC_017285.1_prot_WP_014517753.1_373	lcl|AE002161.1_prot_AAF38229.1_377
OG0000340	lcl|NC_000922.1_prot_NP_224575.1_344	lcl|NC_005043.1_prot_WP_010883018.1_371	lcl|NC_002491.1_prot_WP_010895321.1_375	lcl|NC_017285.1_prot_372	lcl|AE002161.1_prot_AAF38228.1_376
OG0000341	lcl|NC_000922.1_prot_NP_224576.1_345	lcl|NC_005043.1_prot_WP_010883019.1_372	lcl|NC_002491.1_prot_WP_010883019.1_376	lcl|NC_017285.1_prot_WP_035416699.1_371	lcl|AE002161.1_prot_AAF38227.1_375
OG0000342	lcl|NC_000922.1_prot_NP_224577.1_346	lcl|NC_005043.1_prot_WP_010883020.1_373	lcl|NC_002491.1_prot_WP_010883020.1_377	lcl|NC_017285.1_prot_WP_014517751.1_370	lcl|AE002161.1_prot_AAF38226.1_374
OG0000343	lcl|NC_000922.1_prot_NP_224578.1_347	lcl|NC_005043.1_prot_WP_010883021.1_374	lcl|NC_002491.1_prot_WP_010883021.1_378	lcl|NC_017285.1_prot_WP_014517750.1_369	lcl|AE002161.1_prot_AAF38225.1_373
OG0000344	lcl|NC_000922.1_prot_NP_224579.1_348	lcl|NC_005043.1_prot_WP_010883022.1_375	lcl|NC_002491.1_prot_WP_010883022.1_379	lcl|NC_017285.1_prot_WP_010883022.1_368	lcl|AE002161.1_prot_AAF38224.1_372
OG0000345	lcl|NC_000922.1_prot_NP_224580.1_349	lcl|NC_005043.1_prot_WP_010883023.1_376	lcl|NC_002491.1_prot_WP_010883023.1_380	lcl|NC_017285.1_prot_WP_014517749.1_367	lcl|AE002161.1_prot_AAF73661.1_371
OG0000346	lcl|NC_000922.1_prot_NP_224581.1_350	lcl|NC_005043.1_prot_WP_010883024.1_377	lcl|NC_002491.1_prot_WP_010895322.1_381	lcl|NC_017285.1_prot_WP_014517748.1_366	lcl|AE002161.1_prot_AAF38223.1_370
OG0000347	lcl|NC_000922.1_prot_NP_224582.1_351	lcl|NC_005043.1_prot_WP_010892042.1_378	lcl|NC_002491.1_prot_WP_010892042.1_382	lcl|NC_017285.1_prot_WP_014517746.1_365	lcl|AE002161.1_prot_AAF73660.1_368
OG0000348	lcl|NC_000922.1_prot_NP_224583.1_352	lcl|NC_005043.1_prot_WP_010883026.1_379	lcl|NC_002491.1_prot_WP_010883026.1_383	lcl|NC_017285.1_prot_WP_014517745.1_364	lcl|AE002161.1_prot_AAF38221.1_367
OG0000349	lcl|NC_000922.1_prot_NP_224584.1_353	lcl|NC_005043.1_prot_WP_010883027.1_380	lcl|NC_002491.1_prot_WP_010883027.1_384	lcl|NC_017285.1_prot_WP_041466858.1_363	lcl|AE002161.1_prot_AAF38220.1_366
OG0000350	lcl|NC_000922.1_prot_NP_224585.1_354	lcl|NC_005043.1_prot_WP_010883028.1_381	lcl|NC_002491.1_prot_WP_010883028.1_385	lcl|NC_017285.1_prot_WP_014517743.1_362	lcl|AE002161.1_prot_AAF38219.1_365
OG0000351	lcl|NC_000922.1_prot_NP_224586.1_355	lcl|NC_005043.1_prot_WP_010883029.1_382	lcl|NC_002491.1_prot_WP_010883029.1_386	lcl|NC_017285.1_prot_WP_080511687.1_361	lcl|AE002161.1_prot_AAF38218.1_364
OG0000352	lcl|NC_000922.1_prot_NP_224587.1_356	lcl|NC_005043.1_prot_WP_010883030.1_383	lcl|NC_002491.1_prot_WP_010883030.1_387	lcl|NC_017285.1_prot_WP_010883030.1_360	lcl|AE002161.1_prot_AAF38217.1_363
OG0000353	lcl|NC_000922.1_prot_NP_224588.1_357	lcl|NC_005043.1_prot_WP_010883031.1_384	lcl|NC_002491.1_prot_WP_010883031.1_388	lcl|NC_017285.1_prot_WP_014517741.1_359	lcl|AE002161.1_prot_AAF38216.1_362
OG0000354	lcl|NC_000922.1_prot_NP_224589.1_358	lcl|NC_005043.1_prot_WP_010883032.1_385	lcl|NC_002491.1_prot_WP_010883032.1_389	lcl|NC_017285.1_prot_WP_014517740.1_358	lcl|AE002161.1_prot_AAF38215.1_361
OG0000355	lcl|NC_000922.1_prot_NP_224590.1_359	lcl|NC_005043.1_prot_WP_010883033.1_386	lcl|NC_002491.1_prot_WP_010892041.1_390	lcl|NC_017285.1_prot_WP_014517739.1_357	lcl|AE002161.1_prot_AAF38214.1_360
OG0000356	lcl|NC_000922.1_prot_NP_224591.1_360	lcl|NC_005043.1_prot_WP_010883034.1_387	lcl|NC_002491.1_prot_WP_010883034.1_391	lcl|NC_017285.1_prot_WP_014517738.1_356	lcl|AE002161.1_prot_AAF38213.1_359
OG0000357	lcl|NC_000922.1_prot_NP_224592.1_361	lcl|NC_005043.1_prot_WP_010883035.1_388	lcl|NC_002491.1_prot_WP_010883035.1_392	lcl|NC_017285.1_prot_WP_010883035.1_355	lcl|AE002161.1_prot_AAF38212.1_358
OG0000358	lcl|NC_000922.1_prot_NP_224593.1_362	lcl|NC_005043.1_prot_WP_010883036.1_389	lcl|NC_002491.1_prot_WP_010883036.1_393	lcl|NC_017285.1_prot_WP_010883036.1_354	lcl|AE002161.1_prot_AAF38211.1_357
OG0000359	lcl|NC_000922.1_prot_NP_224594.1_363	lcl|NC_005043.1_prot_WP_010883037.1_390	lcl|NC_002491.1_prot_WP_010895323.1_394	lcl|NC_017285.1_prot_WP_014517737.1_353	lcl|AE002161.1_prot_AAF38210.1_356
OG0000360	lcl|NC_000922.1_prot_NP_224595.1_364	lcl|NC_005043.1_prot_WP_010883038.1_391	lcl|NC_002491.1_prot_WP_010883038.1_395	lcl|NC_017285.1_prot_WP_014517736.1_352	lcl|AE002161.1_prot_AAF38209.1_355
OG0000361	lcl|NC_000922.1_prot_NP_224596.1_365	lcl|NC_005043.1_prot_WP_010883039.1_392	lcl|NC_002491.1_prot_WP_010883039.1_396	lcl|NC_017285.1_prot_WP_014517735.1_351	lcl|AE002161.1_prot_AAF38208.1_354
OG0000362	lcl|NC_000922.1_prot_NP_224597.1_366	lcl|NC_005043.1_prot_WP_010892040.1_393	lcl|NC_002491.1_prot_WP_010892040.1_397	lcl|NC_017285.1_prot_WP_014517734.1_350	lcl|AE002161.1_prot_AAF73659.1_353
OG0000363	lcl|NC_000922.1_prot_NP_224598.1_367	lcl|NC_005043.1_prot_WP_010883041.1_394	lcl|NC_002491.1_prot_WP_010883041.1_398	lcl|NC_017285.1_prot_WP_010883041.1_349	lcl|AE002161.1_prot_AAF38207.1_352
OG0000364	lcl|NC_000922.1_prot_NP_224599.1_368	lcl|NC_005043.1_prot_WP_010883042.1_395	lcl|NC_002491.1_prot_WP_010883042.1_399	lcl|NC_017285.1_prot_WP_014517733.1_348	lcl|AE002161.1_prot_AAF38206.1_351
OG0000365	lcl|NC_000922.1_prot_NP_224600.1_369	lcl|NC_005043.1_prot_WP_011126129.1_396	lcl|NC_002491.1_prot_WP_010883043.1_400	lcl|NC_017285.1_prot_WP_014517732.1_347	lcl|AE002161.1_prot_AAF38205.1_350
OG0000366	lcl|NC_000922.1_prot_NP_224601.1_370	lcl|NC_005043.1_prot_WP_010883044.1_397	lcl|NC_002491.1_prot_WP_010883044.1_401	lcl|NC_017285.1_prot_WP_014517731.1_346	lcl|AE002161.1_prot_AAF38204.1_349
OG0000367	lcl|NC_000922.1_prot_NP_224602.1_371	lcl|NC_005043.1_prot_WP_010883045.1_398	lcl|NC_002491.1_prot_WP_010883045.1_402	lcl|NC_017285.1_prot_WP_014517730.1_345	lcl|AE002161.1_prot_AAF73658.1_348
OG0000368	lcl|NC_000922.1_prot_NP_224604.1_373	lcl|NC_005043.1_prot_WP_010883047.1_400	lcl|NC_002491.1_prot_WP_010883047.1_404	lcl|NC_017285.1_prot_WP_035416686.1_343	lcl|AE002161.1_prot_AAF38203.1_347
OG0000369	lcl|NC_000922.1_prot_NP_224605.1_374	lcl|NC_005043.1_prot_WP_010883048.1_401	lcl|NC_002491.1_prot_WP_010883048.1_405	lcl|NC_017285.1_prot_342	lcl|AE002161.1_prot_AAF38202.1_346
OG0000370	lcl|NC_000922.1_prot_NP_224606.1_375	lcl|NC_005043.1_prot_WP_010883049.1_402	lcl|NC_002491.1_prot_WP_010883049.1_406	lcl|NC_017285.1_prot_WP_010883049.1_341	lcl|AE002161.1_prot_AAF38201.1_345
OG0000371	lcl|NC_000922.1_prot_NP_224607.1_376	lcl|NC_005043.1_prot_WP_010883050.1_403	lcl|NC_002491.1_prot_WP_010883050.1_407	lcl|NC_017285.1_prot_WP_014517727.1_340	lcl|AE002161.1_prot_AAF38200.1_344
OG0000372	lcl|NC_000922.1_prot_NP_224608.1_377	lcl|NC_005043.1_prot_WP_010883051.1_405	lcl|NC_002491.1_prot_WP_010883051.1_409	lcl|NC_017285.1_prot_WP_010883051.1_338	lcl|AE002161.1_prot_AAF38198.1_342
OG0000373	lcl|NC_000922.1_prot_NP_224609.1_378	lcl|NC_005043.1_prot_WP_010883052.1_406	lcl|NC_002491.1_prot_WP_010883052.1_410	lcl|NC_017285.1_prot_WP_014517726.1_337	lcl|AE002161.1_prot_AAF38197.1_341
OG0000374	lcl|NC_000922.1_prot_NP_224610.1_379	lcl|NC_005043.1_prot_WP_010883053.1_407	lcl|NC_002491.1_prot_WP_010883053.1_411	lcl|NC_017285.1_prot_WP_010883053.1_336	lcl|AE002161.1_prot_AAF73657.1_340
OG0000375	lcl|NC_000922.1_prot_NP_224611.1_380	lcl|NC_005043.1_prot_WP_010883054.1_408	lcl|NC_002491.1_prot_WP_010883054.1_412	lcl|NC_017285.1_prot_WP_010883054.1_335	lcl|AE002161.1_prot_AAF38196.1_339
OG0000376	lcl|NC_000922.1_prot_NP_224612.1_381	lcl|NC_005043.1_prot_WP_010883055.1_409	lcl|NC_002491.1_prot_WP_010883055.1_413	lcl|NC_017285.1_prot_WP_010883055.1_334	lcl|AE002161.1_prot_AAF38195.1_338
OG0000377	lcl|NC_000922.1_prot_NP_224613.1_382	lcl|NC_005043.1_prot_WP_011126136.1_410	lcl|NC_002491.1_prot_WP_010892038.1_414	lcl|NC_017285.1_prot_WP_014517725.1_333	lcl|AE002161.1_prot_AAF73656.1_337
OG0000378	lcl|NC_000922.1_prot_NP_224614.1_383	lcl|NC_005043.1_prot_WP_010883057.1_411	lcl|NC_002491.1_prot_WP_010883057.1_415	lcl|NC_017285.1_prot_WP_010883057.1_332	lcl|AE002161.1_prot_AAF38194.1_336
OG0000379	lcl|NC_000922.1_prot_NP_224615.1_384	lcl|NC_005043.1_prot_WP_010883058.1_412	lcl|NC_002491.1_prot_WP_010883058.1_416	lcl|NC_017285.1_prot_WP_041466868.1_331	lcl|AE002161.1_prot_AAF38193.1_335
OG0000380	lcl|NC_000922.1_prot_NP_224616.1_385	lcl|NC_005043.1_prot_WP_010883059.1_413	lcl|NC_002491.1_prot_WP_010883059.1_417	lcl|NC_017285.1_prot_WP_010883059.1_330	lcl|AE002161.1_prot_AAF38192.1_334
OG0000381	lcl|NC_000922.1_prot_NP_224617.1_386	lcl|NC_005043.1_prot_WP_010883060.1_414	lcl|NC_002491.1_prot_WP_010895324.1_418	lcl|NC_017285.1_prot_WP_010883060.1_329	lcl|AE002161.1_prot_AAF38191.1_333
OG0000382	lcl|NC_000922.1_prot_NP_224618.1_387	lcl|NC_005043.1_prot_WP_010883061.1_415	lcl|NC_002491.1_prot_WP_010883061.1_419	lcl|NC_017285.1_prot_WP_014517722.1_328	lcl|AE002161.1_prot_AAF38190.1_332
OG0000383	lcl|NC_000922.1_prot_NP_224619.1_388	lcl|NC_005043.1_prot_WP_010883062.1_416	lcl|NC_002491.1_prot_WP_010895325.1_420	lcl|NC_017285.1_prot_WP_014517721.1_327	lcl|AE002161.1_prot_AAF38189.1_331
OG0000384	lcl|NC_000922.1_prot_NP_224620.1_389	lcl|NC_005043.1_prot_WP_010883063.1_417	lcl|NC_002491.1_prot_WP_010883063.1_421	lcl|NC_017285.1_prot_WP_010883063.1_326	lcl|AE002161.1_prot_AAF38188.1_330
OG0000385	lcl|NC_000922.1_prot_NP_224621.1_390	lcl|NC_005043.1_prot_WP_010883064.1_418	lcl|NC_002491.1_prot_WP_010883064.1_422	lcl|NC_017285.1_prot_WP_010883064.1_325	lcl|AE002161.1_prot_AAF38187.1_329
OG0000386	lcl|NC_000922.1_prot_NP_224622.1_391	lcl|NC_005043.1_prot_WP_010883065.1_419	lcl|NC_002491.1_prot_WP_010883065.1_423	lcl|NC_017285.1_prot_WP_010883065.1_324	lcl|AE002161.1_prot_AAF38185.1_327
OG0000387	lcl|NC_000922.1_prot_NP_224623.1_392	lcl|NC_005043.1_prot_WP_010883066.1_420	lcl|NC_002491.1_prot_WP_010883066.1_424	lcl|NC_017285.1_prot_WP_010883066.1_323	lcl|AE002161.1_prot_AAF73655.1_326
OG0000388	lcl|NC_000922.1_prot_NP_224624.1_393	lcl|NC_005043.1_prot_WP_010883067.1_421	lcl|NC_002491.1_prot_WP_010883067.1_425	lcl|NC_017285.1_prot_WP_010883067.1_322	lcl|AE002161.1_prot_AAF38184.1_325
OG0000389	lcl|NC_000922.1_prot_NP_224625.1_394	lcl|NC_005043.1_prot_WP_010883068.1_422	lcl|NC_002491.1_prot_WP_010883068.1_426	lcl|NC_017285.1_prot_WP_010883068.1_321	lcl|AE002161.1_prot_AAF38183.1_324
OG0000390	lcl|NC_000922.1_prot_NP_224626.1_395	lcl|NC_005043.1_prot_WP_010883069.1_423	lcl|NC_002491.1_prot_WP_010883069.1_427	lcl|NC_017285.1_prot_WP_014517717.1_320	lcl|AE002161.1_prot_AAF38182.1_323
OG0000391	lcl|NC_000922.1_prot_NP_224627.1_396	lcl|NC_005043.1_prot_WP_010883070.1_424	lcl|NC_002491.1_prot_WP_010883070.1_428	lcl|NC_017285.1_prot_WP_014517716.1_319	lcl|AE002161.1_prot_AAF38181.1_322
OG0000392	lcl|NC_000922.1_prot_NP_224628.1_397	lcl|NC_005043.1_prot_WP_010883071.1_425	lcl|NC_002491.1_prot_WP_010883071.1_429	lcl|NC_017285.1_prot_WP_014517715.1_318	lcl|AE002161.1_prot_AAF38180.1_321
OG0000393	lcl|NC_000922.1_prot_NP_224629.1_398	lcl|NC_005043.1_prot_WP_010883072.1_426	lcl|NC_002491.1_prot_WP_010883072.1_430	lcl|NC_017285.1_prot_WP_014517714.1_317	lcl|AE002161.1_prot_AAF38179.1_320
OG0000394	lcl|NC_000922.1_prot_NP_224630.1_399	lcl|NC_005043.1_prot_WP_010883073.1_427	lcl|NC_002491.1_prot_WP_010883073.1_431	lcl|NC_017285.1_prot_WP_010883073.1_316	lcl|AE002161.1_prot_AAF38178.1_319
OG0000395	lcl|NC_000922.1_prot_NP_224631.1_400	lcl|NC_005043.1_prot_WP_010883074.1_428	lcl|NC_002491.1_prot_WP_010883074.1_432	lcl|NC_017285.1_prot_WP_014517713.1_315	lcl|AE002161.1_prot_AAF38177.1_318
OG0000396	lcl|NC_000922.1_prot_NP_224632.1_401	lcl|NC_005043.1_prot_WP_010883075.1_429	lcl|NC_002491.1_prot_WP_010883075.1_433	lcl|NC_017285.1_prot_WP_014517712.1_314	lcl|AE002161.1_prot_AAF38176.1_317
OG0000397	lcl|NC_000922.1_prot_NP_224633.1_402	lcl|NC_005043.1_prot_WP_010883076.1_430	lcl|NC_002491.1_prot_WP_010883076.1_434	lcl|NC_017285.1_prot_WP_010883076.1_313	lcl|AE002161.1_prot_AAF38175.1_316
OG0000398	lcl|NC_000922.1_prot_NP_224634.1_403	lcl|NC_005043.1_prot_WP_080502214.1_431	lcl|NC_002491.1_prot_WP_010883077.1_435	lcl|NC_017285.1_prot_WP_080511685.1_312	lcl|AE002161.1_prot_AAF38174.1_315
OG0000399	lcl|NC_000922.1_prot_NP_224635.1_404	lcl|NC_005043.1_prot_WP_010883078.1_432	lcl|NC_002491.1_prot_WP_010883078.1_436	lcl|NC_017285.1_prot_WP_035416664.1_311	lcl|AE002161.1_prot_AAF73654.1_314
OG0000400	lcl|NC_000922.1_prot_NP_224636.1_405	lcl|NC_005043.1_prot_WP_010883079.1_433	lcl|NC_002491.1_prot_WP_010883079.1_437	lcl|NC_017285.1_prot_WP_014517709.1_310	lcl|AE002161.1_prot_AAF38173.1_313
OG0000401	lcl|NC_000922.1_prot_NP_224637.1_406	lcl|NC_005043.1_prot_WP_010892034.1_434	lcl|NC_002491.1_prot_WP_010895326.1_438	lcl|NC_017285.1_prot_WP_014517708.1_309	lcl|AE002161.1_prot_AAF38172.1_312
OG0000402	lcl|NC_000922.1_prot_NP_224638.1_407	lcl|NC_005043.1_prot_WP_072054069.1_435	lcl|NC_002491.1_prot_WP_072054069.1_439	lcl|NC_017285.1_prot_WP_080511684.1_308	lcl|AE002161.1_prot_AAF38171.1_311
OG0000403	lcl|NC_000922.1_prot_NP_224639.1_408	lcl|NC_005043.1_prot_WP_041466958.1_436	lcl|NC_002491.1_prot_WP_010883082.1_440	lcl|NC_017285.1_prot_WP_014517706.1_307	lcl|AE002161.1_prot_AAF38170.1_310
OG0000404	lcl|NC_000922.1_prot_NP_224640.1_409	lcl|NC_005043.1_prot_WP_010883083.1_437	lcl|NC_002491.1_prot_WP_010883083.1_441	lcl|NC_017285.1_prot_WP_014517705.1_306	lcl|AE002161.1_prot_AAF38169.1_309
OG0000405	lcl|NC_000922.1_prot_NP_224641.1_410	lcl|NC_005043.1_prot_WP_010883084.1_438	lcl|NC_002491.1_prot_WP_010892033.1_442	lcl|NC_017285.1_prot_WP_014517704.1_305	lcl|AE002161.1_prot_AAF73653.1_308
OG0000406	lcl|NC_000922.1_prot_NP_224642.1_411	lcl|NC_005043.1_prot_WP_010883085.1_439	lcl|NC_002491.1_prot_WP_010892032.1_443	lcl|NC_017285.1_prot_WP_014517703.1_304	lcl|AE002161.1_prot_AAF38168.1_307
OG0000407	lcl|NC_000922.1_prot_NP_224643.1_412	lcl|NC_005043.1_prot_WP_011126140.1_440	lcl|NC_002491.1_prot_WP_010892031.1_444	lcl|NC_017285.1_prot_WP_014517702.1_303	lcl|AE002161.1_prot_AAF38167.1_306
OG0000408	lcl|NC_000922.1_prot_NP_224644.1_413	lcl|NC_005043.1_prot_WP_010883087.1_441	lcl|NC_002491.1_prot_WP_010892030.1_445	lcl|NC_017285.1_prot_WP_014517701.1_302	lcl|AE002161.1_prot_AAF38166.1_305
OG0000409	lcl|NC_000922.1_prot_NP_224645.1_414	lcl|NC_005043.1_prot_WP_010883088.1_442	lcl|NC_002491.1_prot_WP_010892029.1_446	lcl|NC_017285.1_prot_WP_014517699.1_301	lcl|AE002161.1_prot_AAF38165.1_304
OG0000410	lcl|NC_000922.1_prot_NP_224649.1_418	lcl|NC_005043.1_prot_WP_010883092.1_447	lcl|NC_002491.1_prot_WP_010883092.1_451	lcl|NC_017285.1_prot_WP_014517693.1_296	lcl|AE002161.1_prot_AAF38159.1_298
OG0000411	lcl|NC_000922.1_prot_NP_224650.1_419	lcl|NC_005043.1_prot_WP_010883093.1_448	lcl|NC_002491.1_prot_WP_010883093.1_452	lcl|NC_017285.1_prot_WP_014517691.1_295	lcl|AE002161.1_prot_AAF38158.1_297
OG0000412	lcl|NC_000922.1_prot_NP_224651.1_420	lcl|NC_005043.1_prot_WP_010883094.1_449	lcl|NC_002491.1_prot_WP_010883094.1_453	lcl|NC_017285.1_prot_WP_014517690.1_294	lcl|AE002161.1_prot_AAF38156.1_295
OG0000413	lcl|NC_000922.1_prot_NP_224652.1_421	lcl|NC_005043.1_prot_WP_010883095.1_450	lcl|NC_002491.1_prot_WP_010892022.1_454	lcl|NC_017285.1_prot_WP_014517689.1_293	lcl|AE002161.1_prot_AAF38155.1_294
OG0000414	lcl|NC_000922.1_prot_NP_224655.1_422	lcl|NC_005043.1_prot_WP_011126147.1_452	lcl|NC_002491.1_prot_WP_010892019.1_456	lcl|NC_017285.1_prot_291	lcl|AE002161.1_prot_AAF38152.1_291
OG0000415	lcl|NC_000922.1_prot_NP_224656.1_423	lcl|NC_005043.1_prot_WP_010883099.1_453	lcl|NC_002491.1_prot_WP_010892018.1_457	lcl|NC_017285.1_prot_WP_014517684.1_290	lcl|AE002161.1_prot_AAF38151.1_290
OG0000416	lcl|NC_000922.1_prot_NP_224657.1_424	lcl|NC_005043.1_prot_WP_010883100.1_454	lcl|NC_002491.1_prot_WP_010883100.1_458	lcl|NC_017285.1_prot_WP_049755960.1_289	lcl|AE002161.1_prot_AAF38150.1_289
OG0000417	lcl|NC_000922.1_prot_NP_224658.1_425	lcl|NC_005043.1_prot_WP_010883101.1_455	lcl|NC_002491.1_prot_WP_010883101.1_459	lcl|NC_017285.1_prot_288	lcl|AE002161.1_prot_AAF38149.1_288
OG0000418	lcl|NC_000922.1_prot_NP_224659.1_426	lcl|NC_005043.1_prot_WP_010883102.1_456	lcl|NC_002491.1_prot_WP_010883102.1_460	lcl|NC_017285.1_prot_287	lcl|AE002161.1_prot_AAF38148.1_287
OG0000419	lcl|NC_000922.1_prot_NP_224661.1_428	lcl|NC_005043.1_prot_WP_041466959.1_458	lcl|NC_002491.1_prot_WP_010883103.1_462	lcl|NC_017285.1_prot_WP_035416646.1_285	lcl|AE002161.1_prot_AAF38146.1_285
OG0000420	lcl|NC_000922.1_prot_NP_224662.1_429	lcl|NC_005043.1_prot_WP_011126151.1_459	lcl|NC_002491.1_prot_WP_010883104.1_463	lcl|NC_017285.1_prot_284	lcl|AE002161.1_prot_AAF38145.1_284
OG0000421	lcl|NC_000922.1_prot_NP_224668.1_434	lcl|NC_005043.1_prot_WP_010892013.1_467	lcl|NC_002491.1_prot_WP_010892013.1_471	lcl|NC_017285.1_prot_WP_014517675.1_277	lcl|AE002161.1_prot_AAF38140.1_279
OG0000422	lcl|NC_000922.1_prot_NP_224669.1_435	lcl|NC_005043.1_prot_WP_011126156.1_468	lcl|NC_002491.1_prot_WP_010892012.1_472	lcl|NC_017285.1_prot_WP_014517674.1_276	lcl|AE002161.1_prot_AAF38139.1_278
OG0000423	lcl|NC_000922.1_prot_NP_224670.1_436	lcl|NC_005043.1_prot_WP_010883112.1_469	lcl|NC_002491.1_prot_WP_010883112.1_473	lcl|NC_017285.1_prot_WP_014517673.1_275	lcl|AE002161.1_prot_AAF38138.1_277
OG0000424	lcl|NC_000922.1_prot_NP_224671.1_437	lcl|NC_005043.1_prot_WP_010883113.1_470	lcl|NC_002491.1_prot_WP_010883113.1_474	lcl|NC_017285.1_prot_WP_014517672.1_274	lcl|AE002161.1_prot_AAF38137.1_276
OG0000425	lcl|NC_000922.1_prot_NP_224672.1_438	lcl|NC_005043.1_prot_WP_010883114.1_471	lcl|NC_002491.1_prot_WP_010883114.1_475	lcl|NC_017285.1_prot_WP_014517671.1_273	lcl|AE002161.1_prot_AAF38136.1_275
OG0000426	lcl|NC_000922.1_prot_NP_224673.1_439	lcl|NC_005043.1_prot_WP_010892011.1_472	lcl|NC_002491.1_prot_WP_010892011.1_476	lcl|NC_017285.1_prot_WP_014517670.1_272	lcl|AE002161.1_prot_AAF38135.1_274
